10.000000,1.100000
9.767146,1.092206
9.634970,1.102743
9.388643,1.119710
9.205176,1.099720
9.058589,1.091550
8.933505,1.089611
8.913452,1.118621
8.838403,1.144362
8.946954,1.129290
8.750205,1.136096
8.502868,1.137604
8.509813,1.113960
8.839222,1.118588
9.222579,1.098016
9.448529,1.117564
9.304629,1.098639
9.055545,1.096030
9.455121,1.097857
9.771822,1.095813
9.825038,1.104332
9.521866,1.107104
9.596583,1.118229
9.626143,1.104966
9.585517,1.103579
9.603359,1.129274
9.383981,1.128289
9.479870,1.107797
9.491488,1.124845
9.340304,1.117617
9.436480,1.125307
9.089294,1.131100
9.077286,1.133133
9.078073,1.125929
8.993196,1.112498
8.909252,1.109286
8.762486,1.120418
8.789252,1.103362
8.484249,1.106460
8.760649,1.116855
8.882243,1.127621
8.839904,1.136296
8.729091,1.140926
8.654826,1.137095
8.580565,1.143527
8.624059,1.150749
8.717407,1.128801
8.746182,1.133176
8.857786,1.111500
8.842621,1.124924
8.646191,1.115383
8.483152,1.098364
8.403880,1.097325
8.278526,1.087325
8.160208,1.102825
8.057187,1.119956
8.155372,1.137613
8.275380,1.147863
8.035210,1.140758
8.063401,1.132602
8.076425,1.121453
8.229088,1.122417
8.307721,1.110622
8.705459,1.121934
8.873847,1.125321
8.872651,1.109501
8.938208,1.101098
8.874056,1.106274
8.981712,1.119796
9.066321,1.109550
9.021623,1.094632
9.013596,1.085077
9.081821,1.092552
9.187500,1.077291
9.007051,1.074034
8.915394,1.077634
9.332117,1.080437
9.343291,1.076669
9.443556,1.074492
9.329688,1.092693
9.302366,1.087802
9.562074,1.088193
9.804245,1.104668
9.711173,1.112941
9.698772,1.118975
9.730654,1.137458
9.956331,1.137621
10.350248,1.159277
10.353229,1.154197
10.517964,1.168837
10.777464,1.190967
10.730284,1.188027
10.698629,1.193525
10.596510,1.188260
10.330871,1.185803
10.476626,1.162339
10.433039,1.150920
10.427654,1.123350
10.658499,1.131663
10.700438,1.129281
11.056401,1.137539
10.922746,1.133432
10.815445,1.130848
10.987350,1.138336
10.914190,1.139663
11.545649,1.134086
11.627738,1.132846
11.855705,1.144961
11.497190,1.150729
